1,1667937
2,0
3,276824
4,277393
5,323144
6,371063
7,424151
8,208341
9,279015
10,267192
11,268078
12,259704
13,241307
14,213146
15,218984
16,208141
17,200045
18,189757
19,180150
20,171849
21,165939
22,158463
23,151448
24,144091
25,137776
26,131816
27,125752
28,120842
29,115665
30,109764
31,105717
32,101059
33,96412
34,91780
35,88330
36,84735
37,80226
38,76885
39,73609
40,70199
41,67190
42,63594
43,61534
44,59013
45,55858
46,53510
47,50773
48,48957
49,47126
50,44501
51,42977
52,40706
53,39072
54,37155
55,35804
56,34382
57,32664
58,31599
59,30023
60,28538
61,27115
62,25921
63,25061
64,23988
65,22705
66,21616
67,20701
68,19888
69,19121
70,18282
71,17295
72,16444
73,15779
74,15286
75,14592
76,13676
77,13359
78,12623
79,12059
80,11612
81,11230
82,10546
83,10201
84,9735
85,9227
86,9013
87,8272
88,8019
89,7673
90,7441
91,7035
92,6728
93,6498
94,6213
95,5789
96,5583
97,5446
98,5116
99,4939
100,4608
101,4527
102,4315
103,4099
104,3963
105,3724
106,3573
107,3495
108,3251
109,3196
110,3045
111,2946
112,2750
113,2582
114,2489
115,2282
116,2215
117,2238
118,2076
119,1978
120,1918
121,1820
122,1703
123,1661
124,1621
125,1506
126,1490
127,1361
128,1302
129,1270
130,1216
131,1180
132,1153
133,1050
134,1012
135,945
136,936
137,855
138,799
139,817
140,766
141,741
142,721
143,691
144,605
145,654
146,612
147,542
148,567
149,478
150,537
151,461
152,424
153,398
154,414
155,372
156,377
157,401
158,346
159,340
160,317
161,302
162,283
163,252
164,234
165,263
166,228
167,210
168,219
169,215
170,195
171,192
172,163
173,180
174,140
175,142
176,162
177,148
178,132
179,137
180,141
181,109
182,109
183,123
184,98
185,111
186,98
187,88
188,87
189,87
190,81
191,80
192,56
193,68
194,76
195,65
196,80
197,64
198,66
199,50
200,46
201,44
202,53
203,47
204,27
205,40
206,41
207,43
208,36
209,39
210,34
211,31
212,30
213,26
214,35
215,28
216,25
217,32
218,32
219,31
220,20
221,19
222,19
223,18
224,16
225,19
226,17
227,17
228,15
229,21
230,10
231,11
232,10
233,9
234,11
235,16
236,13
237,12
238,9
239,7
240,8
241,7
242,3
243,4
244,7
245,8
246,10
247,5
248,7
249,8
250,6
251,9
252,3
253,2
254,8
255,3
256,5
257,3
258,5
259,3
260,3
261,3
262,4
263,4
264,2
265,2
266,2
267,3
268,3
269,0
270,1
271,1
272,3
273,2
274,0
275,4
276,4
277,1
278,2
279,1
280,2
281,1
282,3
283,1
284,3
285,1
286,2
287,1
288,2
289,1
290,0
291,1
292,1
293,1
294,1
295,1
296,1
297,0
298,2
299,0
300,0
301,1
302,1
303,0
304,0
305,0
306,1
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,2
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,1
335,1
336,1
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,1
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,1
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
